datetime,ward,bed_type,total_beds,staffed_beds,occupied_beds,closed_beds,hospital
19/9/2025,Maternity,General,20,20,17,0,hos_db1307f7
6/10/2025,Maternity,General,20,20,17,0,hos_db1307f7
4/11/2025,Maternity,General,20,20,17,0,hos_db1307f7
11/11/2025,Maternity,General,20,20,17,0,hos_db1307f7
17/11/2025,Maternity,General,20,20,17,0,hos_db1307f7
19/11/2025,Maternity,General,20,20,17,0,hos_db1307f7
21/11/2025,Maternity,General,20,20,17,0,hos_db1307f7
26/11/2025,Maternity,General,20,20,17,0,hos_db1307f7
2/12/2025,Maternity,General,20,20,17,0,hos_db1307f7
8/12/2025,Maternity,General,20,20,17,0,hos_db1307f7
16/12/2025,Maternity,General,20,20,17,0,hos_db1307f7
18/12/2025,Maternity,General,20,20,17,0,hos_db1307f7
24/12/2025,Maternity,General,20,20,17,0,hos_db1307f7
4/1/2024,Maternity,General,20,20,19,0,hos_bb1586d2
6/2/2024,Maternity,General,20,20,19,0,hos_bb1586d2
9/2/2024,Maternity,General,20,20,19,0,hos_bb1586d2
19/2/2024,Maternity,General,20,20,19,0,hos_bb1586d2
21/2/2024,Maternity,General,20,20,19,0,hos_bb1586d2
23/2/2024,Maternity,General,20,20,19,0,hos_bb1586d2
26/2/2024,Maternity,General,20,20,19,0,hos_bb1586d2
28/3/2024,Maternity,General,20,20,19,0,hos_bb1586d2
5/4/2024,Maternity,General,20,20,19,0,hos_bb1586d2
11/4/2024,Maternity,General,20,20,19,0,hos_bb1586d2
18/4/2024,Maternity,General,20,20,19,0,hos_bb1586d2
15/5/2024,Maternity,General,20,20,19,0,hos_bb1586d2
21/5/2024,Maternity,General,20,20,19,0,hos_bb1586d2
7/6/2024,Maternity,General,20,20,19,0,hos_bb1586d2
21/6/2024,Maternity,General,20,20,19,0,hos_bb1586d2
5/7/2024,Maternity,General,20,20,19,0,hos_bb1586d2
8/7/2024,Maternity,General,20,20,19,0,hos_bb1586d2
12/7/2024,Maternity,General,20,20,19,0,hos_bb1586d2
18/7/2024,Maternity,General,20,20,19,0,hos_bb1586d2
19/7/2024,Maternity,General,20,20,19,0,hos_bb1586d2
26/7/2024,Maternity,General,20,20,19,0,hos_bb1586d2
31/7/2024,Maternity,General,20,20,19,0,hos_bb1586d2
2/8/2024,Maternity,General,20,20,19,0,hos_bb1586d2
5/8/2024,Maternity,General,20,20,19,0,hos_bb1586d2
15/8/2024,Maternity,General,20,20,19,0,hos_bb1586d2
16/8/2024,Maternity,General,20,20,19,0,hos_bb1586d2
21/8/2024,Maternity,General,20,20,19,0,hos_bb1586d2
22/8/2024,Maternity,General,20,20,19,0,hos_bb1586d2
26/9/2024,Maternity,General,20,20,19,0,hos_bb1586d2
27/9/2024,Maternity,General,20,20,19,0,hos_bb1586d2
4/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
7/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
11/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
14/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
17/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
21/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
22/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
23/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
24/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
25/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
28/10/2024,Maternity,General,20,20,19,0,hos_bb1586d2
1/11/2024,Maternity,General,20,20,19,0,hos_bb1586d2
11/11/2024,Maternity,General,20,20,19,0,hos_bb1586d2
13/11/2024,Maternity,General,20,20,19,0,hos_bb1586d2
15/11/2024,Maternity,General,20,20,19,0,hos_bb1586d2
20/11/2024,Maternity,General,20,20,19,0,hos_bb1586d2
25/11/2024,Maternity,General,20,20,19,0,hos_bb1586d2
12/12/2024,Maternity,General,20,20,19,0,hos_bb1586d2
23/12/2024,Maternity,General,20,20,19,0,hos_bb1586d2
24/12/2024,Maternity,General,20,20,19,0,hos_bb1586d2
30/12/2024,Maternity,General,20,20,19,0,hos_bb1586d2
13/1/2025,Maternity,General,20,20,19,0,hos_bb1586d2
20/1/2025,Maternity,General,20,20,19,0,hos_bb1586d2
29/1/2025,Maternity,General,20,20,19,0,hos_bb1586d2
31/1/2025,Maternity,General,20,20,19,0,hos_bb1586d2
4/2/2025,Maternity,General,20,20,19,0,hos_bb1586d2
5/2/2025,Maternity,General,20,20,19,0,hos_bb1586d2
11/2/2025,Maternity,General,20,20,19,0,hos_bb1586d2
13/2/2025,Maternity,General,20,20,19,0,hos_bb1586d2
17/2/2025,Maternity,General,20,20,19,0,hos_bb1586d2
21/2/2025,Maternity,General,20,20,19,0,hos_bb1586d2
3/3/2025,Maternity,General,20,20,19,0,hos_bb1586d2
12/3/2025,Maternity,General,20,20,19,0,hos_bb1586d2
25/3/2025,Maternity,General,20,20,19,0,hos_bb1586d2
31/3/2025,Maternity,General,20,20,19,0,hos_bb1586d2
2/4/2025,Maternity,General,20,20,19,0,hos_bb1586d2
16/4/2025,Maternity,General,20,20,19,0,hos_bb1586d2
18/4/2025,Maternity,General,20,20,19,0,hos_bb1586d2
24/4/2025,Maternity,General,20,20,19,0,hos_bb1586d2
25/4/2025,Maternity,General,20,20,19,0,hos_bb1586d2
2/5/2025,Maternity,General,20,20,19,0,hos_bb1586d2
6/5/2025,Maternity,General,20,20,19,0,hos_bb1586d2
13/5/2025,Maternity,General,20,20,19,0,hos_bb1586d2
14/5/2025,Maternity,General,20,20,19,0,hos_bb1586d2
15/5/2025,Maternity,General,20,20,19,0,hos_bb1586d2
21/5/2025,Maternity,General,20,20,19,0,hos_bb1586d2
22/5/2025,Maternity,General,20,20,19,0,hos_bb1586d2
13/6/2025,Maternity,General,20,20,19,0,hos_bb1586d2
26/6/2025,Maternity,General,20,20,19,0,hos_bb1586d2
1/7/2025,Maternity,General,20,20,19,0,hos_bb1586d2
4/7/2025,Maternity,General,20,20,19,0,hos_bb1586d2
10/7/2025,Maternity,General,20,20,19,0,hos_bb1586d2
16/7/2025,Maternity,General,20,20,19,0,hos_bb1586d2
18/7/2025,Maternity,General,20,20,19,0,hos_bb1586d2
28/7/2025,Maternity,General,20,20,19,0,hos_bb1586d2
30/7/2025,Maternity,General,20,20,19,0,hos_bb1586d2
31/7/2025,Maternity,General,20,20,19,0,hos_bb1586d2
13/8/2025,Maternity,General,20,20,19,0,hos_bb1586d2
20/8/2025,Maternity,General,20,20,19,0,hos_bb1586d2
25/8/2025,Maternity,General,20,20,19,0,hos_bb1586d2
26/8/2025,Maternity,General,20,20,19,0,hos_bb1586d2
27/8/2025,Maternity,General,20,20,19,0,hos_bb1586d2
2/9/2025,Maternity,General,20,20,19,0,hos_bb1586d2
4/9/2025,Maternity,General,20,20,19,0,hos_bb1586d2
8/9/2025,Maternity,General,20,20,19,0,hos_bb1586d2
10/9/2025,Maternity,General,20,20,19,0,hos_bb1586d2
12/9/2025,Maternity,General,20,20,19,0,hos_bb1586d2
22/9/2025,Maternity,General,20,20,19,0,hos_bb1586d2
20/10/2025,Maternity,General,20,20,19,0,hos_bb1586d2
30/10/2025,Maternity,General,20,20,19,0,hos_bb1586d2
3/11/2025,Maternity,General,20,20,19,0,hos_bb1586d2
4/11/2025,Maternity,General,20,20,19,0,hos_bb1586d2
7/11/2025,Maternity,General,20,20,19,0,hos_bb1586d2
18/11/2025,Maternity,General,20,20,19,0,hos_bb1586d2
26/11/2025,Maternity,General,20,20,19,0,hos_bb1586d2
2/12/2025,Maternity,General,20,20,19,0,hos_bb1586d2
11/12/2025,Maternity,General,20,20,19,0,hos_bb1586d2
15/12/2025,Maternity,General,20,20,19,0,hos_bb1586d2
4/1/2024,Maternity,General,20,20,19,0,hos_46e9fb57
9/1/2024,Maternity,General,20,20,19,0,hos_46e9fb57
15/1/2024,Maternity,General,20,20,19,0,hos_46e9fb57
26/1/2024,Maternity,General,20,20,19,0,hos_46e9fb57
8/2/2024,Maternity,General,20,20,19,0,hos_46e9fb57
15/2/2024,Maternity,General,20,20,19,0,hos_46e9fb57
22/2/2024,Maternity,General,20,20,19,0,hos_46e9fb57
26/2/2024,Maternity,General,20,20,19,0,hos_46e9fb57
8/3/2024,Maternity,General,20,20,19,0,hos_46e9fb57
20/3/2024,Maternity,General,20,20,19,0,hos_46e9fb57
22/3/2024,Maternity,General,20,20,19,0,hos_46e9fb57
9/4/2024,Maternity,General,20,20,19,0,hos_46e9fb57
16/4/2024,Maternity,General,20,20,19,0,hos_46e9fb57
17/4/2024,Maternity,General,20,20,19,0,hos_46e9fb57
18/4/2024,Maternity,General,20,20,19,0,hos_46e9fb57
1/5/2024,Maternity,General,20,20,19,0,hos_46e9fb57
10/5/2024,Maternity,General,20,20,19,0,hos_46e9fb57
14/5/2024,Maternity,General,20,20,19,0,hos_46e9fb57
15/5/2024,Maternity,General,20,20,19,0,hos_46e9fb57
17/5/2024,Maternity,General,20,20,19,0,hos_46e9fb57
5/6/2024,Maternity,General,20,20,19,0,hos_46e9fb57
11/6/2024,Maternity,General,20,20,19,0,hos_46e9fb57
14/6/2024,Maternity,General,20,20,19,0,hos_46e9fb57
26/6/2024,Maternity,General,20,20,19,0,hos_46e9fb57
4/7/2024,Maternity,General,20,20,19,0,hos_46e9fb57
16/7/2024,Maternity,General,20,20,19,0,hos_46e9fb57
23/7/2024,Maternity,General,20,20,19,0,hos_46e9fb57
26/7/2024,Maternity,General,20,20,19,0,hos_46e9fb57
29/7/2024,Maternity,General,20,20,19,0,hos_46e9fb57
30/7/2024,Maternity,General,20,20,19,0,hos_46e9fb57
1/8/2024,Maternity,General,20,20,19,0,hos_46e9fb57
2/8/2024,Maternity,General,20,20,19,0,hos_46e9fb57
9/8/2024,Maternity,General,20,20,19,0,hos_46e9fb57
15/8/2024,Maternity,General,20,20,19,0,hos_46e9fb57
20/8/2024,Maternity,General,20,20,19,0,hos_46e9fb57
2/9/2024,Maternity,General,20,20,19,0,hos_46e9fb57
16/9/2024,Maternity,General,20,20,19,0,hos_46e9fb57
19/9/2024,Maternity,General,20,20,19,0,hos_46e9fb57
3/10/2024,Maternity,General,20,20,19,0,hos_46e9fb57
4/10/2024,Maternity,General,20,20,19,0,hos_46e9fb57
7/10/2024,Maternity,General,20,20,19,0,hos_46e9fb57
11/10/2024,Maternity,General,20,20,19,0,hos_46e9fb57
4/11/2024,Maternity,General,20,20,19,0,hos_46e9fb57
5/11/2024,Maternity,General,20,20,19,0,hos_46e9fb57
12/11/2024,Maternity,General,20,20,19,0,hos_46e9fb57
15/11/2024,Maternity,General,20,20,19,0,hos_46e9fb57
22/11/2024,Maternity,General,20,20,19,0,hos_46e9fb57
9/12/2024,Maternity,General,20,20,19,0,hos_46e9fb57
13/12/2024,Maternity,General,20,20,19,0,hos_46e9fb57
19/12/2024,Maternity,General,20,20,19,0,hos_46e9fb57
8/1/2025,Maternity,General,20,20,19,0,hos_46e9fb57
13/1/2025,Maternity,General,20,20,19,0,hos_46e9fb57
16/1/2025,Maternity,General,20,20,19,0,hos_46e9fb57
21/1/2025,Maternity,General,20,20,19,0,hos_46e9fb57
22/1/2025,Maternity,General,20,20,19,0,hos_46e9fb57
24/1/2025,Maternity,General,20,20,19,0,hos_46e9fb57
14/2/2025,Maternity,General,20,20,19,0,hos_46e9fb57
24/2/2025,Maternity,General,20,20,19,0,hos_46e9fb57
28/2/2025,Maternity,General,20,20,19,0,hos_46e9fb57
18/3/2025,Maternity,General,20,20,19,0,hos_46e9fb57
21/3/2025,Maternity,General,20,20,19,0,hos_46e9fb57
27/3/2025,Maternity,General,20,20,19,0,hos_46e9fb57
31/3/2025,Maternity,General,20,20,19,0,hos_46e9fb57
2/4/2025,Maternity,General,20,20,19,0,hos_46e9fb57
7/4/2025,Maternity,General,20,20,19,0,hos_46e9fb57
11/4/2025,Maternity,General,20,20,19,0,hos_46e9fb57
18/4/2025,Maternity,General,20,20,19,0,hos_46e9fb57
9/5/2025,Maternity,General,20,20,19,0,hos_46e9fb57
12/5/2025,Maternity,General,20,20,19,0,hos_46e9fb57
16/5/2025,Maternity,General,20,20,19,0,hos_46e9fb57
19/5/2025,Maternity,General,20,20,19,0,hos_46e9fb57
27/5/2025,Maternity,General,20,20,19,0,hos_46e9fb57
29/5/2025,Maternity,General,20,20,19,0,hos_46e9fb57
30/5/2025,Maternity,General,20,20,19,0,hos_46e9fb57
4/6/2025,Maternity,General,20,20,19,0,hos_46e9fb57
9/6/2025,Maternity,General,20,20,19,0,hos_46e9fb57
26/6/2025,Maternity,General,20,20,19,0,hos_46e9fb57
3/7/2025,Maternity,General,20,20,19,0,hos_46e9fb57
7/7/2025,Maternity,General,20,20,19,0,hos_46e9fb57
10/7/2025,Maternity,General,20,20,19,0,hos_46e9fb57
15/7/2025,Maternity,General,20,20,19,0,hos_46e9fb57
22/7/2025,Maternity,General,20,20,19,0,hos_46e9fb57
30/7/2025,Maternity,General,20,20,19,0,hos_46e9fb57
1/8/2025,Maternity,General,20,20,19,0,hos_46e9fb57
5/8/2025,Maternity,General,20,20,19,0,hos_46e9fb57
13/8/2025,Maternity,General,20,20,19,0,hos_46e9fb57
14/8/2025,Maternity,General,20,20,19,0,hos_46e9fb57
15/8/2025,Maternity,General,20,20,19,0,hos_46e9fb57
18/8/2025,Maternity,General,20,20,19,0,hos_46e9fb57
20/8/2025,Maternity,General,20,20,19,0,hos_46e9fb57
21/8/2025,Maternity,General,20,20,19,0,hos_46e9fb57
25/8/2025,Maternity,General,20,20,19,0,hos_46e9fb57
8/9/2025,Maternity,General,20,20,19,0,hos_46e9fb57
11/9/2025,Maternity,General,20,20,19,0,hos_46e9fb57
25/9/2025,Maternity,General,20,20,19,0,hos_46e9fb57
29/9/2025,Maternity,General,20,20,19,0,hos_46e9fb57
2/10/2025,Maternity,General,20,20,19,0,hos_46e9fb57
9/10/2025,Maternity,General,20,20,19,0,hos_46e9fb57
14/10/2025,Maternity,General,20,20,19,0,hos_46e9fb57
22/10/2025,Maternity,General,20,20,19,0,hos_46e9fb57
24/10/2025,Maternity,General,20,20,19,0,hos_46e9fb57
27/10/2025,Maternity,General,20,20,19,0,hos_46e9fb57
10/11/2025,Maternity,General,20,20,19,0,hos_46e9fb57
25/11/2025,Maternity,General,20,20,19,0,hos_46e9fb57
1/12/2025,Maternity,General,20,20,19,0,hos_46e9fb57
3/12/2025,Maternity,General,20,20,19,0,hos_46e9fb57
10/12/2025,Maternity,General,20,20,19,0,hos_46e9fb57
19/12/2025,Maternity,General,20,20,19,0,hos_46e9fb57
23/12/2025,Maternity,General,20,20,19,0,hos_46e9fb57
30/12/2025,Maternity,General,20,20,19,0,hos_46e9fb57
5/1/2024,Maternity,General,20,20,19,0,hos_09ac214b
11/1/2024,Maternity,General,20,20,19,0,hos_09ac214b
17/1/2024,Maternity,General,20,20,19,0,hos_09ac214b
19/1/2024,Maternity,General,20,20,19,0,hos_09ac214b
7/2/2024,Maternity,General,20,20,19,0,hos_09ac214b
14/2/2024,Maternity,General,20,20,19,0,hos_09ac214b
16/2/2024,Maternity,General,20,20,19,0,hos_09ac214b
19/2/2024,Maternity,General,20,20,19,0,hos_09ac214b
26/2/2024,Maternity,General,20,20,19,0,hos_09ac214b
5/3/2024,Maternity,General,20,20,19,0,hos_09ac214b
7/3/2024,Maternity,General,20,20,19,0,hos_09ac214b
8/3/2024,Maternity,General,20,20,19,0,hos_09ac214b
2/4/2024,Maternity,General,20,20,19,0,hos_09ac214b
4/4/2024,Maternity,General,20,20,19,0,hos_09ac214b
11/4/2024,Maternity,General,20,20,19,0,hos_09ac214b
16/4/2024,Maternity,General,20,20,19,0,hos_09ac214b
18/4/2024,Maternity,General,20,20,19,0,hos_09ac214b
22/4/2024,Maternity,General,20,20,19,0,hos_09ac214b
24/4/2024,Maternity,General,20,20,19,0,hos_09ac214b
29/4/2024,Maternity,General,20,20,19,0,hos_09ac214b
1/5/2024,Maternity,General,20,20,19,0,hos_09ac214b
10/5/2024,Maternity,General,20,20,19,0,hos_09ac214b
20/5/2024,Maternity,General,20,20,19,0,hos_09ac214b
23/5/2024,Maternity,General,20,20,19,0,hos_09ac214b
29/5/2024,Maternity,General,20,20,19,0,hos_09ac214b
31/5/2024,Maternity,General,20,20,19,0,hos_09ac214b
6/6/2024,Maternity,General,20,20,19,0,hos_09ac214b
20/6/2024,Maternity,General,20,20,19,0,hos_09ac214b
25/6/2024,Maternity,General,20,20,19,0,hos_09ac214b
11/7/2024,Maternity,General,20,20,19,0,hos_09ac214b
16/7/2024,Maternity,General,20,20,19,0,hos_09ac214b
23/7/2024,Maternity,General,20,20,19,0,hos_09ac214b
29/7/2024,Maternity,General,20,20,19,0,hos_09ac214b
9/8/2024,Maternity,General,20,20,19,0,hos_09ac214b
26/8/2024,Maternity,General,20,20,19,0,hos_09ac214b
5/9/2024,Maternity,General,20,20,19,0,hos_09ac214b
12/9/2024,Maternity,General,20,20,19,0,hos_09ac214b
18/9/2024,Maternity,General,20,20,19,0,hos_09ac214b
20/9/2024,Maternity,General,20,20,19,0,hos_09ac214b
23/9/2024,Maternity,General,20,20,19,0,hos_09ac214b
25/9/2024,Maternity,General,20,20,19,0,hos_09ac214b
26/9/2024,Maternity,General,20,20,19,0,hos_09ac214b
30/9/2024,Maternity,General,20,20,19,0,hos_09ac214b
7/10/2024,Maternity,General,20,20,19,0,hos_09ac214b
17/10/2024,Maternity,General,20,20,19,0,hos_09ac214b
22/10/2024,Maternity,General,20,20,19,0,hos_09ac214b
23/10/2024,Maternity,General,20,20,19,0,hos_09ac214b
25/10/2024,Maternity,General,20,20,19,0,hos_09ac214b
7/11/2024,Maternity,General,20,20,19,0,hos_09ac214b
21/11/2024,Maternity,General,20,20,19,0,hos_09ac214b
9/12/2024,Maternity,General,20,20,19,0,hos_09ac214b
11/12/2024,Maternity,General,20,20,19,0,hos_09ac214b
2/1/2025,Maternity,General,20,20,19,0,hos_09ac214b
3/1/2025,Maternity,General,20,20,19,0,hos_09ac214b
7/1/2025,Maternity,General,20,20,19,0,hos_09ac214b
21/1/2025,Maternity,General,20,20,19,0,hos_09ac214b
24/1/2025,Maternity,General,20,20,19,0,hos_09ac214b
27/1/2025,Maternity,General,20,20,19,0,hos_09ac214b
29/1/2025,Maternity,General,20,20,19,0,hos_09ac214b
4/2/2025,Maternity,General,20,20,19,0,hos_09ac214b
12/2/2025,Maternity,General,20,20,19,0,hos_09ac214b
13/2/2025,Maternity,General,20,20,19,0,hos_09ac214b
14/2/2025,Maternity,General,20,20,19,0,hos_09ac214b
3/3/2025,Maternity,General,20,20,19,0,hos_09ac214b
5/3/2025,Maternity,General,20,20,19,0,hos_09ac214b
13/3/2025,Maternity,General,20,20,19,0,hos_09ac214b
27/3/2025,Maternity,General,20,20,19,0,hos_09ac214b
1/4/2025,Maternity,General,20,20,19,0,hos_09ac214b
3/4/2025,Maternity,General,20,20,19,0,hos_09ac214b
9/4/2025,Maternity,General,20,20,19,0,hos_09ac214b
16/4/2025,Maternity,General,20,20,19,0,hos_09ac214b
7/5/2025,Maternity,General,20,20,19,0,hos_09ac214b
8/5/2025,Maternity,General,20,20,19,0,hos_09ac214b
9/5/2025,Maternity,General,20,20,19,0,hos_09ac214b
14/5/2025,Maternity,General,20,20,19,0,hos_09ac214b
15/5/2025,Maternity,General,20,20,19,0,hos_09ac214b
27/5/2025,Maternity,General,20,20,19,0,hos_09ac214b
30/5/2025,Maternity,General,20,20,19,0,hos_09ac214b
5/6/2025,Maternity,General,20,20,19,0,hos_09ac214b
9/6/2025,Maternity,General,20,20,19,0,hos_09ac214b
17/6/2025,Maternity,General,20,20,19,0,hos_09ac214b
18/6/2025,Maternity,General,20,20,19,0,hos_09ac214b
19/6/2025,Maternity,General,20,20,19,0,hos_09ac214b
1/7/2025,Maternity,General,20,20,19,0,hos_09ac214b
2/7/2025,Maternity,General,20,20,19,0,hos_09ac214b
9/7/2025,Maternity,General,20,20,19,0,hos_09ac214b
10/7/2025,Maternity,General,20,20,19,0,hos_09ac214b
16/7/2025,Maternity,General,20,20,19,0,hos_09ac214b
17/7/2025,Maternity,General,20,20,19,0,hos_09ac214b
30/7/2025,Maternity,General,20,20,19,0,hos_09ac214b
7/8/2025,Maternity,General,20,20,19,0,hos_09ac214b
14/8/2025,Maternity,General,20,20,19,0,hos_09ac214b
18/8/2025,Maternity,General,20,20,19,0,hos_09ac214b
20/8/2025,Maternity,General,20,20,19,0,hos_09ac214b
25/8/2025,Maternity,General,20,20,19,0,hos_09ac214b
1/9/2025,Maternity,General,20,20,19,0,hos_09ac214b
3/9/2025,Maternity,General,20,20,19,0,hos_09ac214b
9/9/2025,Maternity,General,20,20,19,0,hos_09ac214b
10/9/2025,Maternity,General,20,20,19,0,hos_09ac214b
18/9/2025,Maternity,General,20,20,19,0,hos_09ac214b
26/9/2025,Maternity,General,20,20,19,0,hos_09ac214b
30/9/2025,Maternity,General,20,20,19,0,hos_09ac214b
17/10/2025,Maternity,General,20,20,19,0,hos_09ac214b
23/10/2025,Maternity,General,20,20,19,0,hos_09ac214b
4/11/2025,Maternity,General,20,20,19,0,hos_09ac214b
5/11/2025,Maternity,General,20,20,19,0,hos_09ac214b
6/11/2025,Maternity,General,20,20,19,0,hos_09ac214b
24/11/2025,Maternity,General,20,20,19,0,hos_09ac214b
27/11/2025,Maternity,General,20,20,19,0,hos_09ac214b
1/12/2025,Maternity,General,20,20,19,0,hos_09ac214b
2/12/2025,Maternity,General,20,20,19,0,hos_09ac214b
11/12/2025,Maternity,General,20,20,19,0,hos_09ac214b
22/12/2025,Maternity,General,20,20,19,0,hos_09ac214b
24/12/2025,Maternity,General,20,20,19,0,hos_09ac214b
2/1/2024,Maternity,General,20,20,19,0,hos_68637bd5
5/1/2024,Maternity,General,20,20,19,0,hos_68637bd5
12/1/2024,Maternity,General,20,20,19,0,hos_68637bd5
24/1/2024,Maternity,General,20,20,19,0,hos_68637bd5
25/1/2024,Maternity,General,20,20,19,0,hos_68637bd5
12/2/2024,Maternity,General,20,20,19,0,hos_68637bd5
14/2/2024,Maternity,General,20,20,19,0,hos_68637bd5
22/2/2024,Maternity,General,20,20,19,0,hos_68637bd5
4/3/2024,Maternity,General,20,20,19,0,hos_68637bd5
20/3/2024,Maternity,General,20,20,19,0,hos_68637bd5
9/4/2024,Maternity,General,20,20,19,0,hos_68637bd5
10/4/2024,Maternity,General,20,20,19,0,hos_68637bd5
17/4/2024,Maternity,General,20,20,19,0,hos_68637bd5
22/4/2024,Maternity,General,20,20,19,0,hos_68637bd5
29/4/2024,Maternity,General,20,20,19,0,hos_68637bd5
6/5/2024,Maternity,General,20,20,19,0,hos_68637bd5
17/5/2024,Maternity,General,20,20,19,0,hos_68637bd5
21/5/2024,Maternity,General,20,20,19,0,hos_68637bd5
23/5/2024,Maternity,General,20,20,19,0,hos_68637bd5
24/5/2024,Maternity,General,20,20,19,0,hos_68637bd5
28/5/2024,Maternity,General,20,20,19,0,hos_68637bd5
31/5/2024,Maternity,General,20,20,19,0,hos_68637bd5
4/6/2024,Maternity,General,20,20,19,0,hos_68637bd5
17/6/2024,Maternity,General,20,20,19,0,hos_68637bd5
19/6/2024,Maternity,General,20,20,19,0,hos_68637bd5
21/6/2024,Maternity,General,20,20,19,0,hos_68637bd5
24/6/2024,Maternity,General,20,20,19,0,hos_68637bd5
27/6/2024,Maternity,General,20,20,19,0,hos_68637bd5
4/7/2024,Maternity,General,20,20,19,0,hos_68637bd5
11/7/2024,Maternity,General,20,20,19,0,hos_68637bd5
12/7/2024,Maternity,General,20,20,19,0,hos_68637bd5
16/7/2024,Maternity,General,20,20,19,0,hos_68637bd5
19/7/2024,Maternity,General,20,20,19,0,hos_68637bd5
22/7/2024,Maternity,General,20,20,19,0,hos_68637bd5
23/7/2024,Maternity,General,20,20,19,0,hos_68637bd5
26/7/2024,Maternity,General,20,20,19,0,hos_68637bd5
1/8/2024,Maternity,General,20,20,19,0,hos_68637bd5
2/8/2024,Maternity,General,20,20,19,0,hos_68637bd5
5/8/2024,Maternity,General,20,20,19,0,hos_68637bd5
6/8/2024,Maternity,General,20,20,19,0,hos_68637bd5
12/8/2024,Maternity,General,20,20,19,0,hos_68637bd5
13/8/2024,Maternity,General,20,20,19,0,hos_68637bd5
23/8/2024,Maternity,General,20,20,19,0,hos_68637bd5
27/8/2024,Maternity,General,20,20,19,0,hos_68637bd5
12/9/2024,Maternity,General,20,20,19,0,hos_68637bd5
2/10/2024,Maternity,General,20,20,19,0,hos_68637bd5
4/10/2024,Maternity,General,20,20,19,0,hos_68637bd5
23/10/2024,Maternity,General,20,20,19,0,hos_68637bd5
4/11/2024,Maternity,General,20,20,19,0,hos_68637bd5
6/11/2024,Maternity,General,20,20,19,0,hos_68637bd5
14/11/2024,Maternity,General,20,20,19,0,hos_68637bd5
18/11/2024,Maternity,General,20,20,19,0,hos_68637bd5
19/11/2024,Maternity,General,20,20,19,0,hos_68637bd5
21/11/2024,Maternity,General,20,20,19,0,hos_68637bd5
26/11/2024,Maternity,General,20,20,19,0,hos_68637bd5
3/12/2024,Maternity,General,20,20,19,0,hos_68637bd5
6/12/2024,Maternity,General,20,20,19,0,hos_68637bd5
16/12/2024,Maternity,General,20,20,19,0,hos_68637bd5
18/12/2024,Maternity,General,20,20,19,0,hos_68637bd5
3/1/2025,Maternity,General,20,20,19,0,hos_68637bd5
8/1/2025,Maternity,General,20,20,19,0,hos_68637bd5
22/1/2025,Maternity,General,20,20,19,0,hos_68637bd5
23/1/2025,Maternity,General,20,20,19,0,hos_68637bd5
28/1/2025,Maternity,General,20,20,19,0,hos_68637bd5
6/2/2025,Maternity,General,20,20,19,0,hos_68637bd5
10/2/2025,Maternity,General,20,20,19,0,hos_68637bd5
12/2/2025,Maternity,General,20,20,19,0,hos_68637bd5
12/3/2025,Maternity,General,20,20,19,0,hos_68637bd5
26/3/2025,Maternity,General,20,20,19,0,hos_68637bd5
7/4/2025,Maternity,General,20,20,19,0,hos_68637bd5
9/4/2025,Maternity,General,20,20,19,0,hos_68637bd5
18/4/2025,Maternity,General,20,20,19,0,hos_68637bd5
21/4/2025,Maternity,General,20,20,19,0,hos_68637bd5
28/4/2025,Maternity,General,20,20,19,0,hos_68637bd5
30/4/2025,Maternity,General,20,20,19,0,hos_68637bd5
5/5/2025,Maternity,General,20,20,19,0,hos_68637bd5
19/5/2025,Maternity,General,20,20,19,0,hos_68637bd5
27/5/2025,Maternity,General,20,20,19,0,hos_68637bd5
29/5/2025,Maternity,General,20,20,19,0,hos_68637bd5
30/5/2025,Maternity,General,20,20,19,0,hos_68637bd5
2/6/2025,Maternity,General,20,20,19,0,hos_68637bd5
11/6/2025,Maternity,General,20,20,19,0,hos_68637bd5
25/6/2025,Maternity,General,20,20,19,0,hos_68637bd5
3/7/2025,Maternity,General,20,20,19,0,hos_68637bd5
7/7/2025,Maternity,General,20,20,19,0,hos_68637bd5
9/7/2025,Maternity,General,20,20,19,0,hos_68637bd5
22/7/2025,Maternity,General,20,20,19,0,hos_68637bd5
25/7/2025,Maternity,General,20,20,19,0,hos_68637bd5
29/7/2025,Maternity,General,20,20,19,0,hos_68637bd5
7/8/2025,Maternity,General,20,20,19,0,hos_68637bd5
12/8/2025,Maternity,General,20,20,19,0,hos_68637bd5
14/8/2025,Maternity,General,20,20,19,0,hos_68637bd5
15/8/2025,Maternity,General,20,20,19,0,hos_68637bd5
21/8/2025,Maternity,General,20,20,19,0,hos_68637bd5
3/9/2025,Maternity,General,20,20,19,0,hos_68637bd5
4/9/2025,Maternity,General,20,20,19,0,hos_68637bd5
11/9/2025,Maternity,General,20,20,19,0,hos_68637bd5
30/9/2025,Maternity,General,20,20,19,0,hos_68637bd5
